VehicleCount,Density,Stopped,WrongParked,EstSpeed,Lanes,RoadWidth,HasMedian,IsDivided,CarRatio,BikeRatio,BusRatio,TruckRatio,VehicleMix,Pedestrians,NMVCount,Signals,PeakHour,TimeOfDayCode,WeatherImpact,WeatherCode,CityTypeCode,RoadTypeCode,RoadTypeName,LaneDisciplineCode,PolicySens_OneWay,PolicySens_NoParking,PolicySens_PeakRestr,CongestionScore
7.4,1.48,0.2,0.3,44.7,5,17.5,1.0,1.0,0.602,0.113,0.18,0.105,0.398,6.8,0.8,1,0.0,0,0.0,0,4,1,arterial_main,0.295,0.611,0.707,0.802,28.32
51.6,8.86,7.9,3.0,17.9,6,21.0,1.0,0.0,0.561,0.188,0.194,0.056,0.439,6.5,10.0,1,1.0,3,1.0,2,0,1,arterial_main,0.597,0.678,0.753,0.735,100.0
32.5,10.91,5.8,0.6,24.4,3,10.5,1.0,0.0,0.642,0.11,0.105,0.143,0.358,6.6,3.6,1,1.0,2,0.5,1,2,1,arterial_main,0.36,0.595,0.664,0.852,98.57
56.0,17.63,5.2,0.6,33.5,3,10.5,1.0,0.0,0.635,0.166,0.109,0.09,0.365,3.4,8.8,2,1.0,2,0.0,0,1,1,arterial_main,0.246,0.684,0.658,0.744,95.97
30.8,6.29,2.1,0.9,41.4,5,17.5,0.0,1.0,0.654,0.167,0.081,0.098,0.346,7.4,5.3,1,0.2,1,0.0,0,4,1,arterial_main,0.351,0.646,0.723,0.772,53.03
39.8,6.99,4.1,1.4,38.4,6,21.0,1.0,1.0,0.627,0.152,0.08,0.142,0.373,7.3,6.4,1,1.0,2,0.0,0,3,1,arterial_main,0.187,0.639,0.753,0.763,68.5
4.9,1.72,0.2,0.3,26.7,3,10.5,0.0,1.0,0.587,0.167,0.168,0.078,0.413,6.6,0.9,0,0.0,0,1.0,2,0,1,arterial_main,0.478,0.653,0.662,0.756,46.21
30.1,6.0,4.3,0.5,22.0,5,17.5,1.0,0.0,0.619,0.124,0.126,0.131,0.381,3.1,3.7,1,1.0,2,0.0,0,1,1,arterial_main,0.257,0.693,0.643,0.747,63.96
32.2,10.74,1.0,0.4,65.2,3,10.5,0.0,0.0,0.588,0.185,0.166,0.062,0.412,8.9,6.0,3,0.2,1,0.0,0,4,1,arterial_main,0.399,0.712,0.759,0.729,53.89
6.4,1.03,0.4,0.3,67.1,6,21.0,1.0,0.0,0.608,0.142,0.171,0.079,0.392,14.2,0.9,3,0.0,0,0.0,0,0,1,arterial_main,0.377,0.64,0.642,0.835,25.91
44.4,7.28,5.1,1.6,28.1,6,21.0,1.0,1.0,0.663,0.107,0.095,0.135,0.337,7.8,4.7,0,1.0,2,0.0,0,3,1,arterial_main,0.41,0.708,0.767,0.695,70.01
40.1,10.01,5.5,0.8,37.3,4,14.0,0.0,0.0,0.618,0.203,0.102,0.078,0.382,7.9,8.1,2,1.0,2,0.0,0,4,1,arterial_main,0.338,0.675,0.734,0.771,78.02
31.4,6.28,4.0,0.6,36.7,5,17.5,1.0,0.0,0.634,0.075,0.197,0.095,0.366,7.3,2.3,0,1.0,2,0.0,0,1,1,arterial_main,0.283,0.653,0.633,0.67,57.23
22.6,7.6,3.0,0.7,24.5,3,10.5,0.0,1.0,0.657,0.125,0.134,0.085,0.343,8.3,2.9,2,1.0,2,0.5,1,2,1,arterial_main,0.274,0.644,0.697,0.686,85.46
19.1,6.38,1.4,0.3,46.5,3,10.5,1.0,1.0,0.58,0.157,0.16,0.103,0.42,10.0,3.0,1,0.2,1,0.0,0,4,1,arterial_main,0.192,0.701,0.727,0.656,45.5
11.3,3.74,0.5,0.4,76.9,3,10.5,1.0,1.0,0.599,0.127,0.181,0.093,0.401,11.4,1.4,1,0.0,0,0.0,0,0,1,arterial_main,0.304,0.62,0.674,0.716,24.76
12.1,3.25,2.2,0.3,17.0,4,14.0,1.0,0.0,0.559,0.142,0.209,0.09,0.441,6.3,1.8,1,1.0,2,1.0,2,2,1,arterial_main,0.233,0.67,0.72,0.684,80.78
54.6,8.94,4.5,1.0,41.2,6,21.0,1.0,1.0,0.587,0.158,0.15,0.105,0.413,4.1,8.5,1,1.0,2,0.0,0,1,1,arterial_main,0.249,0.595,0.701,0.759,76.65
27.7,9.67,1.9,2.3,16.0,3,10.5,1.0,0.0,0.568,0.213,0.152,0.067,0.432,2.2,6.2,2,1.0,2,1.0,2,3,1,arterial_main,0.392,0.614,0.707,0.765,100.0
60.1,11.44,4.0,1.4,27.5,5,17.5,1.0,0.0,0.592,0.076,0.182,0.15,0.408,6.6,4.3,1,1.0,2,0.0,0,1,1,arterial_main,0.066,0.703,0.672,0.812,88.77
50.8,12.93,6.1,1.6,17.5,4,14.0,1.0,1.0,0.659,0.068,0.194,0.079,0.341,8.1,3.5,0,1.0,2,0.5,1,4,1,arterial_main,0.217,0.586,0.636,0.804,100.0
19.7,3.23,0.9,0.3,39.7,6,21.0,1.0,1.0,0.635,0.133,0.105,0.127,0.365,7.6,2.6,3,1.0,2,0.0,0,2,1,arterial_main,0.396,0.666,0.769,0.676,50.0
47.1,16.36,5.2,1.2,33.4,3,10.5,1.0,0.0,0.659,0.109,0.181,0.051,0.341,9.5,5.3,2,1.0,2,0.0,0,3,1,arterial_main,0.48,0.712,0.646,0.754,92.76
26.2,8.32,2.7,0.3,42.0,3,10.5,1.0,0.0,0.609,0.117,0.181,0.094,0.391,9.6,2.9,1,1.0,2,0.0,0,3,1,arterial_main,0.176,0.71,0.712,0.728,58.31
50.9,17.66,4.6,1.1,27.0,3,10.5,1.0,0.0,0.665,0.09,0.157,0.088,0.335,13.6,4.8,2,1.0,2,0.0,0,0,1,arterial_main,0.332,0.659,0.77,0.797,98.38
27.9,9.16,1.7,1.4,15.4,3,10.5,0.0,0.0,0.613,0.161,0.115,0.112,0.387,8.1,4.4,2,1.0,3,0.5,1,2,1,arterial_main,0.416,0.602,0.739,0.719,90.43
27.8,4.52,1.0,0.7,62.6,6,21.0,1.0,1.0,0.602,0.147,0.15,0.102,0.398,5.5,4.0,2,0.2,1,0.0,0,3,1,arterial_main,0.417,0.664,0.661,0.84,40.29
21.5,4.25,1.9,0.6,18.2,5,17.5,0.0,1.0,0.612,0.161,0.137,0.09,0.388,7.5,3.4,2,1.0,3,0.5,1,2,1,arterial_main,0.291,0.702,0.598,0.754,75.88
42.7,13.79,3.6,1.6,36.0,3,10.5,0.0,1.0,0.561,0.173,0.146,0.12,0.439,5.1,7.2,1,1.0,2,0.0,0,3,1,arterial_main,0.35,0.711,0.697,0.742,77.27
34.7,5.69,1.9,2.0,24.1,6,21.0,1.0,1.0,0.643,0.203,0.095,0.059,0.357,3.7,6.9,0,1.0,2,0.5,1,2,1,arterial_main,0.361,0.692,0.676,0.687,74.52
31.2,10.2,4.1,1.4,17.7,3,10.5,1.0,0.0,0.717,0.11,0.084,0.089,0.283,5.9,3.4,1,1.0,2,0.5,1,0,1,arterial_main,0.399,0.66,0.647,0.842,95.59
59.6,11.86,13.7,2.9,17.3,5,17.5,1.0,1.0,0.557,0.177,0.136,0.129,0.443,9.6,10.5,3,1.0,3,0.5,1,1,1,arterial_main,0.309,0.63,0.669,0.778,100.0
11.8,2.07,1.2,0.5,40.1,6,21.0,1.0,0.0,0.575,0.176,0.166,0.083,0.425,6.1,2.2,3,0.2,1,0.5,1,2,1,arterial_main,0.355,0.71,0.586,0.825,51.66
23.3,3.73,1.9,0.8,31.7,6,21.0,1.0,0.0,0.546,0.144,0.179,0.131,0.454,4.3,3.2,0,0.2,1,0.5,1,3,1,arterial_main,0.363,0.635,0.657,0.727,58.1
12.0,3.08,0.2,0.4,47.4,4,14.0,1.0,0.0,0.664,0.139,0.083,0.114,0.336,9.8,1.7,0,0.0,0,0.0,0,0,1,arterial_main,0.32,0.681,0.739,0.817,29.79
42.0,6.97,5.2,0.9,32.3,6,21.0,1.0,1.0,0.671,0.094,0.099,0.135,0.329,7.3,3.9,0,1.0,2,0.0,0,2,1,arterial_main,0.358,0.642,0.681,0.689,66.86
20.3,3.29,1.3,0.3,53.0,6,21.0,1.0,1.0,0.617,0.074,0.199,0.109,0.383,6.2,1.5,2,0.2,1,0.0,0,1,1,arterial_main,0.24,0.497,0.748,0.805,39.86
25.0,4.3,6.2,0.6,13.4,6,21.0,1.0,1.0,0.69,0.111,0.134,0.065,0.31,2.5,2.9,2,1.0,3,1.0,2,3,1,arterial_main,0.39,0.651,0.668,0.652,100.0
53.2,8.4,2.3,1.2,34.0,6,21.0,1.0,0.0,0.592,0.127,0.204,0.078,0.408,10.1,6.4,3,1.0,2,0.0,0,4,1,arterial_main,0.355,0.689,0.735,0.767,80.97
3.7,0.72,0.1,0.0,52.5,5,17.5,1.0,0.0,0.599,0.19,0.117,0.094,0.401,1.7,0.7,2,0.0,0,0.0,0,3,1,arterial_main,0.296,0.648,0.67,0.798,23.56
20.2,4.98,2.6,0.6,33.4,4,14.0,1.0,1.0,0.551,0.166,0.165,0.118,0.449,1.6,3.3,0,1.0,2,0.0,0,2,1,arterial_main,0.454,0.652,0.683,0.74,44.87
23.5,7.84,1.5,0.8,18.2,3,10.5,0.0,1.0,0.543,0.183,0.204,0.07,0.457,4.6,4.3,2,1.0,3,0.0,0,2,1,arterial_main,0.361,0.609,0.674,0.745,64.19
26.2,5.11,0.7,0.7,47.0,5,17.5,0.0,1.0,0.635,0.113,0.173,0.08,0.365,5.4,2.9,3,0.2,1,0.5,1,4,1,arterial_main,0.295,0.675,0.585,0.788,62.58
3.0,0.6,0.2,0.1,48.5,5,17.5,0.0,1.0,0.66,0.104,0.096,0.14,0.34,5.2,0.3,1,0.0,0,0.0,0,2,1,arterial_main,0.287,0.606,0.671,0.734,22.57
25.4,8.27,1.8,1.0,66.4,3,10.5,0.0,0.0,0.594,0.123,0.224,0.058,0.406,15.6,3.1,1,0.2,1,0.0,0,0,1,arterial_main,0.506,0.66,0.7,0.762,45.3
87.9,28.04,15.0,1.6,23.3,3,10.5,1.0,0.0,0.737,0.076,0.112,0.075,0.263,9.3,6.4,2,1.0,3,0.0,0,4,1,arterial_main,0.33,0.689,0.717,0.696,100.0
19.9,3.37,0.9,0.4,51.5,6,21.0,0.0,0.0,0.571,0.121,0.191,0.117,0.429,2.9,2.4,1,0.2,1,0.0,0,4,1,arterial_main,0.406,0.566,0.672,0.803,34.51
2.8,0.46,0.1,0.2,26.0,6,21.0,1.0,1.0,0.636,0.192,0.089,0.083,0.364,8.0,0.5,3,0.0,0,1.0,2,2,1,arterial_main,0.354,0.662,0.704,0.644,54.38
35.9,9.11,1.7,1.2,29.7,4,14.0,1.0,1.0,0.616,0.138,0.124,0.122,0.384,2.5,5.0,2,1.0,3,0.0,0,2,1,arterial_main,0.306,0.688,0.677,0.793,68.67
40.6,10.55,2.9,2.0,21.2,4,14.0,1.0,1.0,0.673,0.117,0.127,0.083,0.327,9.5,5.0,2,1.0,2,0.0,0,3,1,arterial_main,0.403,0.618,0.624,0.768,81.0
81.7,13.98,11.3,2.6,26.9,6,21.0,1.0,1.0,0.613,0.062,0.213,0.112,0.387,6.8,5.2,2,1.0,3,0.0,0,0,1,arterial_main,0.326,0.627,0.732,0.878,100.0
68.9,17.17,5.1,2.4,17.8,4,14.0,1.0,0.0,0.641,0.125,0.139,0.095,0.359,3.7,8.6,2,1.0,3,0.5,1,4,1,arterial_main,0.341,0.643,0.726,0.733,100.0
22.2,4.45,3.8,1.0,14.9,5,17.5,1.0,0.0,0.536,0.17,0.17,0.125,0.464,3.5,3.8,2,1.0,2,1.0,2,3,1,arterial_main,0.337,0.664,0.65,0.741,100.0
13.3,2.74,1.0,0.6,49.9,5,17.5,1.0,1.0,0.685,0.088,0.095,0.132,0.315,3.2,1.2,3,0.2,1,0.0,0,2,1,arterial_main,0.332,0.624,0.685,0.599,38.21
29.2,5.72,1.9,0.4,20.6,5,17.5,0.0,1.0,0.682,0.114,0.115,0.089,0.318,7.1,3.3,1,1.0,3,0.5,1,3,1,arterial_main,0.51,0.7,0.778,0.778,73.06
54.0,13.22,1.6,1.5,35.1,4,14.0,1.0,1.0,0.555,0.158,0.154,0.133,0.445,8.8,8.3,3,1.0,2,0.0,0,1,1,arterial_main,0.364,0.696,0.616,0.768,86.61
4.3,0.71,0.1,0.2,72.0,6,21.0,1.0,1.0,0.682,0.085,0.156,0.077,0.318,4.8,0.4,1,0.0,0,0.0,0,2,1,arterial_main,0.401,0.614,0.677,0.723,14.42
40.1,9.83,3.1,1.9,40.9,4,14.0,1.0,0.0,0.653,0.082,0.185,0.08,0.347,8.8,3.2,0,1.0,2,0.0,0,3,1,arterial_main,0.439,0.621,0.618,0.767,63.85
38.7,7.74,3.1,0.9,61.2,5,17.5,0.0,0.0,0.679,0.084,0.131,0.106,0.321,9.4,3.3,3,0.2,1,0.0,0,4,1,arterial_main,0.264,0.616,0.641,0.789,61.52
93.6,22.69,11.6,4.1,31.7,4,14.0,0.0,0.0,0.54,0.194,0.138,0.128,0.46,13.3,17.6,0,1.0,3,0.0,0,0,1,arterial_main,0.344,0.656,0.659,0.677,100.0
31.3,10.55,1.0,1.3,27.7,3,10.5,1.0,0.0,0.592,0.155,0.153,0.099,0.408,2.4,4.9,3,1.0,2,0.0,0,2,1,arterial_main,0.415,0.689,0.714,0.784,71.62
26.1,4.56,1.7,0.8,46.4,6,21.0,0.0,0.0,0.614,0.101,0.197,0.088,0.386,10.1,2.8,2,0.2,1,0.0,0,4,1,arterial_main,0.392,0.657,0.686,0.811,48.32
52.6,17.73,1.9,1.8,28.4,3,10.5,0.0,0.0,0.598,0.081,0.208,0.112,0.402,12.1,4.3,1,1.0,3,0.0,0,0,1,arterial_main,0.209,0.652,0.691,0.691,90.43
27.0,4.4,0.9,0.4,62.2,6,21.0,1.0,1.0,0.634,0.14,0.088,0.138,0.366,11.4,3.7,0,0.2,1,0.0,0,0,1,arterial_main,0.373,0.65,0.724,0.748,35.91
41.1,8.37,2.5,1.3,15.0,5,17.5,1.0,0.0,0.658,0.114,0.106,0.122,0.342,9.1,4.8,3,1.0,3,0.5,1,1,1,arterial_main,0.272,0.628,0.573,0.752,100.0
35.5,8.86,3.3,0.4,37.0,4,14.0,0.0,1.0,0.579,0.084,0.192,0.144,0.421,6.8,3.0,1,1.0,2,0.0,0,3,1,arterial_main,0.379,0.675,0.637,0.739,63.82
10.3,2.52,0.3,0.5,69.1,4,14.0,1.0,1.0,0.641,0.105,0.152,0.102,0.359,4.1,1.1,3,0.0,0,0.0,0,0,1,arterial_main,0.494,0.677,0.764,0.735,26.68
18.5,3.81,1.5,0.5,36.2,5,17.5,0.0,1.0,0.618,0.113,0.14,0.13,0.382,8.0,2.1,3,0.2,1,0.0,0,1,1,arterial_main,0.162,0.671,0.711,0.668,49.49
26.8,5.63,1.2,0.9,25.2,5,17.5,1.0,1.0,0.524,0.127,0.2,0.149,0.476,6.6,3.6,1,1.0,3,0.0,0,3,1,arterial_main,0.41,0.723,0.684,0.716,55.47
3.5,0.59,0.1,0.1,42.8,6,21.0,0.0,1.0,0.648,0.076,0.167,0.109,0.352,5.9,0.3,0,0.0,0,0.0,0,2,1,arterial_main,0.309,0.713,0.658,0.751,22.12
12.0,2.05,1.2,0.2,28.7,6,21.0,0.0,1.0,0.715,0.098,0.098,0.09,0.285,7.3,1.2,0,0.2,1,0.5,1,1,1,arterial_main,0.148,0.648,0.697,0.718,48.6
10.5,1.77,0.5,0.3,49.5,6,21.0,1.0,0.0,0.587,0.173,0.099,0.142,0.413,3.7,1.8,3,0.2,1,0.0,0,2,1,arterial_main,0.368,0.662,0.737,0.766,32.75
14.3,4.94,1.9,0.6,20.8,3,10.5,1.0,0.0,0.602,0.163,0.105,0.129,0.398,8.1,2.4,3,0.2,1,1.0,2,2,1,arterial_main,0.353,0.681,0.67,0.759,85.47
43.9,14.91,3.0,1.1,37.1,3,10.5,0.0,1.0,0.641,0.111,0.102,0.146,0.359,5.1,4.9,1,0.2,1,0.0,0,0,1,arterial_main,0.371,0.684,0.621,0.792,74.59
31.1,10.37,0.9,1.1,50.9,3,10.5,1.0,1.0,0.61,0.152,0.114,0.124,0.39,4.0,4.7,2,0.2,1,0.0,0,4,1,arterial_main,0.489,0.741,0.599,0.756,53.14
71.1,17.11,4.4,1.0,34.3,4,14.0,1.0,1.0,0.587,0.128,0.146,0.139,0.413,16.5,8.7,3,1.0,2,0.0,0,0,1,arterial_main,0.468,0.642,0.718,0.742,100.0
10.2,3.33,0.4,0.2,44.9,3,10.5,1.0,0.0,0.673,0.109,0.158,0.06,0.327,6.9,1.1,3,0.2,1,0.5,1,3,1,arterial_main,0.502,0.675,0.717,0.676,45.99
58.0,11.13,5.1,3.5,14.5,5,17.5,1.0,1.0,0.634,0.101,0.175,0.091,0.366,3.5,5.6,0,1.0,3,0.5,1,1,1,arterial_main,0.334,0.618,0.768,0.796,100.0
58.1,14.53,6.4,2.3,14.6,4,14.0,0.0,1.0,0.647,0.137,0.105,0.11,0.353,17.1,8.0,2,1.0,3,0.5,1,0,1,arterial_main,0.464,0.552,0.664,0.777,100.0
20.6,5.4,1.1,0.3,58.5,4,14.0,1.0,1.0,0.639,0.19,0.083,0.088,0.361,3.7,4.1,0,0.2,1,0.0,0,1,1,arterial_main,0.186,0.674,0.729,0.774,36.98
48.4,8.26,5.4,1.8,36.1,6,21.0,1.0,0.0,0.62,0.071,0.155,0.153,0.38,11.1,3.5,2,1.0,2,0.0,0,4,1,arterial_main,0.308,0.715,0.77,0.704,82.62
33.9,9.09,2.6,0.8,41.1,4,14.0,0.0,1.0,0.688,0.08,0.111,0.121,0.312,6.8,2.9,2,1.0,2,0.0,0,2,1,arterial_main,0.441,0.726,0.757,0.822,66.6
27.1,5.37,1.4,1.2,45.0,5,17.5,0.0,1.0,0.651,0.083,0.111,0.155,0.349,2.5,2.2,2,0.2,1,0.0,0,4,1,arterial_main,0.27,0.698,0.69,0.734,49.73
12.0,1.95,1.0,0.9,31.9,6,21.0,1.0,0.0,0.599,0.107,0.17,0.124,0.401,3.4,1.3,3,0.2,1,1.0,2,4,1,arterial_main,0.197,0.59,0.677,0.74,70.06
29.9,9.58,1.4,1.0,32.7,3,10.5,0.0,1.0,0.647,0.139,0.141,0.074,0.353,7.8,4.0,1,1.0,2,0.0,0,1,1,arterial_main,0.241,0.744,0.673,0.676,61.67
80.9,13.68,10.6,3.4,23.4,6,21.0,1.0,0.0,0.68,0.068,0.15,0.102,0.32,6.5,5.6,0,1.0,2,0.0,0,0,1,arterial_main,0.459,0.704,0.701,0.75,100.0
12.0,2.23,0.5,0.3,41.6,5,17.5,1.0,1.0,0.578,0.182,0.159,0.081,0.422,3.4,2.0,0,0.2,1,0.0,0,3,1,arterial_main,0.346,0.675,0.739,0.751,29.27
24.7,4.84,1.4,0.4,17.7,5,17.5,0.0,1.0,0.54,0.2,0.115,0.145,0.46,1.5,4.8,1,1.0,3,0.0,0,2,1,arterial_main,0.495,0.599,0.679,0.79,51.92
16.8,5.32,0.9,0.6,43.4,3,10.5,0.0,0.0,0.606,0.113,0.14,0.141,0.394,14.4,1.8,0,0.2,1,0.5,1,0,1,arterial_main,0.542,0.613,0.701,0.789,48.22
53.3,11.04,2.6,2.6,28.4,5,17.5,1.0,0.0,0.632,0.142,0.125,0.101,0.368,9.1,7.9,3,1.0,2,0.0,0,0,1,arterial_main,0.303,0.704,0.736,0.791,91.68
18.7,4.45,0.6,0.4,38.2,4,14.0,0.0,1.0,0.631,0.171,0.084,0.114,0.369,5.2,3.1,0,0.2,1,0.0,0,2,1,arterial_main,0.36,0.708,0.627,0.653,36.99
3.3,1.13,0.2,0.1,57.4,3,10.5,0.0,1.0,0.517,0.189,0.188,0.105,0.483,8.8,0.6,0,0.0,0,0.5,1,3,1,arterial_main,0.382,0.659,0.688,0.742,26.18
10.3,1.76,1.0,0.4,48.4,6,21.0,1.0,1.0,0.609,0.165,0.152,0.075,0.391,3.9,1.7,2,0.2,1,0.5,1,2,1,arterial_main,0.361,0.657,0.753,0.724,42.59
52.4,11.09,15.2,2.4,9.8,5,17.5,0.0,1.0,0.565,0.161,0.137,0.137,0.435,6.3,8.9,3,1.0,3,1.0,2,4,1,arterial_main,0.405,0.625,0.712,0.75,100.0
61.1,12.22,9.9,2.2,29.5,5,17.5,1.0,1.0,0.584,0.19,0.158,0.068,0.416,3.7,11.6,0,1.0,3,0.0,0,3,1,arterial_main,0.327,0.707,0.658,0.743,100.0
86.2,21.65,4.5,1.4,23.0,4,14.0,1.0,0.0,0.588,0.127,0.176,0.11,0.412,5.1,11.0,2,1.0,3,0.0,0,0,1,arterial_main,0.446,0.663,0.763,0.703,100.0
3.1,0.62,0.1,0.1,36.1,5,17.5,1.0,1.0,0.614,0.111,0.119,0.157,0.386,4.4,0.3,1,0.0,0,1.0,2,2,1,arterial_main,0.422,0.599,0.658,0.779,40.12
46.5,8.02,7.7,2.0,25.4,6,21.0,1.0,0.0,0.68,0.119,0.13,0.071,0.32,8.0,5.7,0,1.0,3,0.0,0,4,1,arterial_main,0.45,0.683,0.733,0.715,82.29
4.3,1.01,0.1,0.2,38.4,4,14.0,1.0,0.0,0.612,0.203,0.101,0.084,0.388,1.8,0.8,2,0.0,0,0.5,1,2,1,arterial_main,0.321,0.665,0.757,0.741,37.73
31.9,10.83,1.0,0.9,53.7,3,10.5,0.0,0.0,0.665,0.135,0.123,0.077,0.335,9.9,4.4,3,0.2,1,0.0,0,1,1,arterial_main,0.221,0.753,0.728,0.735,60.37
21.1,5.09,2.8,0.7,25.5,4,14.0,1.0,0.0,0.624,0.105,0.134,0.137,0.376,1.5,2.1,3,1.0,3,0.0,0,2,1,arterial_main,0.445,0.606,0.715,0.767,61.35
6.0,1.18,0.3,0.1,71.1,5,17.5,1.0,1.0,0.582,0.158,0.157,0.103,0.418,6.5,0.9,1,0.0,0,0.0,0,2,1,arterial_main,0.357,0.564,0.694,0.69,17.74
46.7,16.51,2.5,2.0,26.1,3,10.5,1.0,0.0,0.601,0.114,0.132,0.152,0.399,7.9,5.7,0,1.0,3,0.0,0,4,1,arterial_main,0.404,0.641,0.722,0.825,81.42
92.0,30.67,12.1,4.2,32.3,3,10.5,0.0,0.0,0.62,0.164,0.106,0.11,0.38,9.6,15.1,1,1.0,3,0.0,0,0,1,arterial_main,0.402,0.647,0.746,0.769,100.0
22.8,6.04,1.1,0.9,47.3,4,14.0,0.0,1.0,0.58,0.077,0.22,0.123,0.42,4.8,1.9,2,0.2,1,0.5,1,4,1,arterial_main,0.278,0.583,0.687,0.687,63.29
23.7,6.09,5.1,0.7,21.9,4,14.0,1.0,1.0,0.664,0.075,0.163,0.097,0.336,5.5,1.8,3,1.0,3,0.5,1,2,1,arterial_main,0.363,0.645,0.668,0.767,95.98
33.2,6.16,2.0,0.6,17.6,5,17.5,1.0,1.0,0.635,0.097,0.171,0.097,0.365,5.8,3.0,3,1.0,2,1.0,2,4,1,arterial_main,0.363,0.612,0.64,0.657,100.0
44.7,11.14,4.7,2.0,29.1,4,14.0,1.0,0.0,0.597,0.167,0.184,0.052,0.403,11.0,7.4,2,1.0,2,0.0,0,1,1,arterial_main,0.261,0.618,0.589,0.796,87.0
70.6,18.28,11.5,1.8,30.3,4,14.0,1.0,0.0,0.642,0.086,0.195,0.076,0.358,9.4,6.3,3,1.0,3,0.0,0,1,1,arterial_main,0.265,0.667,0.664,0.746,100.0
56.8,14.17,2.2,0.9,29.9,4,14.0,0.0,1.0,0.641,0.16,0.137,0.062,0.359,9.0,9.1,2,1.0,2,0.0,0,1,1,arterial_main,0.406,0.627,0.672,0.768,86.49
19.1,3.13,1.9,0.3,45.8,6,21.0,1.0,1.0,0.559,0.149,0.186,0.105,0.441,8.4,2.8,3,0.2,1,0.5,1,0,1,arterial_main,0.389,0.632,0.706,0.749,57.61
9.7,1.63,0.9,0.6,32.0,6,21.0,1.0,0.0,0.632,0.174,0.133,0.061,0.368,2.4,1.7,2,0.2,1,1.0,2,3,1,arterial_main,0.363,0.626,0.609,0.686,59.17
14.6,2.42,0.8,0.7,41.8,6,21.0,0.0,1.0,0.59,0.175,0.125,0.111,0.41,7.1,2.5,3,0.2,1,0.5,1,3,1,arterial_main,0.404,0.609,0.733,0.762,52.17
61.9,15.62,2.9,2.3,36.2,4,14.0,0.0,1.0,0.661,0.061,0.143,0.134,0.339,5.5,3.8,3,1.0,2,0.0,0,0,1,arterial_main,0.405,0.675,0.701,0.749,97.43
33.7,11.4,1.5,1.4,44.6,3,10.5,1.0,0.0,0.567,0.21,0.144,0.079,0.433,9.5,7.2,3,0.2,1,0.0,0,4,1,arterial_main,0.392,0.598,0.655,0.728,65.43
40.1,13.51,8.8,3.2,18.3,3,10.5,1.0,0.0,0.663,0.125,0.126,0.086,0.337,6.6,5.1,3,1.0,2,1.0,2,1,1,arterial_main,0.276,0.576,0.689,0.682,100.0
66.7,18.08,3.7,2.3,23.8,4,14.0,0.0,1.0,0.653,0.102,0.15,0.096,0.347,14.9,7.3,2,1.0,3,0.0,0,0,1,arterial_main,0.323,0.744,0.736,0.75,100.0
29.7,7.42,1.9,1.7,31.9,4,14.0,1.0,0.0,0.606,0.058,0.185,0.151,0.394,8.9,1.7,0,0.2,1,0.5,1,0,1,arterial_main,0.319,0.705,0.631,0.851,72.82
17.8,4.63,0.9,0.6,57.7,4,14.0,1.0,1.0,0.626,0.088,0.158,0.127,0.374,3.5,1.6,2,0.2,1,0.0,0,3,1,arterial_main,0.273,0.673,0.663,0.632,38.82
27.2,5.57,0.7,0.3,37.4,5,17.5,1.0,0.0,0.675,0.088,0.133,0.104,0.325,6.9,2.5,0,0.2,1,0.0,0,1,1,arterial_main,0.227,0.719,0.616,0.657,45.8
14.9,5.1,1.5,0.9,28.1,3,10.5,1.0,0.0,0.689,0.137,0.105,0.069,0.311,6.5,2.1,3,0.2,1,0.5,1,3,1,arterial_main,0.37,0.648,0.661,0.686,65.56
42.2,13.98,2.1,1.7,21.4,3,10.5,1.0,1.0,0.577,0.138,0.165,0.121,0.423,3.1,5.8,0,1.0,2,0.0,0,2,1,arterial_main,0.373,0.596,0.691,0.738,74.01
37.1,7.83,7.8,1.7,19.6,5,17.5,1.0,0.0,0.706,0.078,0.143,0.073,0.294,5.9,3.0,3,1.0,2,1.0,2,4,1,arterial_main,0.276,0.65,0.817,0.808,100.0
26.0,8.8,2.2,1.2,37.8,3,10.5,1.0,1.0,0.601,0.174,0.166,0.059,0.399,5.5,4.6,1,1.0,2,0.0,0,1,1,arterial_main,0.291,0.738,0.763,0.828,60.05
44.6,7.57,1.6,1.9,29.8,6,21.0,1.0,1.0,0.605,0.141,0.145,0.109,0.395,9.5,6.4,1,1.0,2,0.0,0,3,1,arterial_main,0.395,0.707,0.668,0.765,68.15
65.8,16.2,5.4,0.9,23.5,4,14.0,0.0,1.0,0.642,0.159,0.109,0.09,0.358,6.4,10.3,2,1.0,2,0.0,0,4,1,arterial_main,0.354,0.527,0.675,0.699,100.0
8.6,2.07,0.4,0.3,40.6,4,14.0,1.0,0.0,0.571,0.133,0.164,0.132,0.429,6.9,1.1,3,0.0,0,0.0,0,1,1,arterial_main,0.209,0.703,0.685,0.752,37.5
36.6,6.41,1.0,0.9,41.7,6,21.0,0.0,0.0,0.638,0.108,0.18,0.073,0.362,7.3,4.2,0,0.2,1,0.0,0,4,1,arterial_main,0.365,0.686,0.642,0.748,51.94
45.8,8.51,4.5,1.9,30.6,5,17.5,1.0,0.0,0.583,0.19,0.142,0.085,0.417,8.5,8.1,3,1.0,2,0.5,1,0,1,arterial_main,0.146,0.625,0.677,0.72,100.0
6.4,1.33,0.4,0.3,53.0,5,17.5,1.0,0.0,0.657,0.127,0.137,0.079,0.343,9.9,0.8,3,0.0,0,0.0,0,1,1,arterial_main,0.375,0.604,0.769,0.793,30.56
